age,structure_name,gene,rpkm
12 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,4.678311
12 pcw,posteroventral (inferior) parietal cortex,WDR4,4.191795
12 pcw,orbital frontal cortex,WDR4,3.55393
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.77588
12 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.136875
12 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.036927
12 pcw,primary auditory cortex (core),WDR4,2.428927
12 pcw,cerebellum,WDR4,2.651782
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.945492
12 pcw,posteroventral (inferior) parietal cortex,WDR4,2.806818
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.552965
12 pcw,dorsal thalamus,WDR4,3.050432
12 pcw,hippocampus (hippocampal formation),WDR4,3.165535
12 pcw,dorsolateral prefrontal cortex,WDR4,2.556985
12 pcw,orbital frontal cortex,WDR4,2.444585
12 pcw,"primary motor cortex (area M1, area 4)",WDR4,3.571235
12 pcw,ventrolateral prefrontal cortex,WDR4,2.478024
12 pcw,amygdaloid complex,WDR4,3.044765
12 pcw,striatum,WDR4,2.738536
12 pcw,amygdaloid complex,WDR4,2.958046
12 pcw,"primary motor cortex (area M1, area 4)",WDR4,2.245454
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.508784
12 pcw,ventrolateral prefrontal cortex,WDR4,2.478346
12 pcw,striatum,WDR4,3.218102
12 pcw,cerebellar cortex,WDR4,4.152725
12 pcw,dorsal thalamus,WDR4,2.454992
12 pcw,dorsolateral prefrontal cortex,WDR4,2.154057
12 pcw,orbital frontal cortex,WDR4,3.192283
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.353994
12 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.231358
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.718012
12 pcw,hippocampus (hippocampal formation),WDR4,2.983307
12 pcw,posteroventral (inferior) parietal cortex,WDR4,2.045653
12 pcw,primary auditory cortex (core),WDR4,2.382704
13 pcw,striatum,WDR4,4.239797
13 pcw,"primary motor cortex (area M1, area 4)",WDR4,2.942143
13 pcw,amygdaloid complex,WDR4,4.334157
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.524705
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.997754
13 pcw,primary auditory cortex (core),WDR4,3.327298
13 pcw,hippocampus (hippocampal formation),WDR4,3.757543
13 pcw,ventrolateral prefrontal cortex,WDR4,3.158211
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,3.09484
13 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.556862
13 pcw,orbital frontal cortex,WDR4,3.141691
13 pcw,posteroventral (inferior) parietal cortex,WDR4,3.388785
13 pcw,dorsolateral prefrontal cortex,WDR4,3.667553
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,5.180527
13 pcw,striatum,WDR4,3.648583
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.252939
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.781071
13 pcw,amygdaloid complex,WDR4,3.322869
13 pcw,posteroventral (inferior) parietal cortex,WDR4,2.848875
13 pcw,cerebellum,WDR4,4.503162
13 pcw,dorsolateral prefrontal cortex,WDR4,2.84228
13 pcw,orbital frontal cortex,WDR4,2.934486
13 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.701233
13 pcw,primary auditory cortex (core),WDR4,3.731915
13 pcw,hippocampus (hippocampal formation),WDR4,3.304996
13 pcw,"primary motor cortex (area M1, area 4)",WDR4,3.596677
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.426224
13 pcw,mediodorsal nucleus of thalamus,WDR4,3.637669
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,3.298194
13 pcw,ventrolateral prefrontal cortex,WDR4,3.230831
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.032397
13 pcw,dorsolateral prefrontal cortex,WDR4,2.039576
13 pcw,cerebellum,WDR4,3.768034
13 pcw,amygdaloid complex,WDR4,3.698694
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.193761
13 pcw,hippocampus (hippocampal formation),WDR4,2.695962
13 pcw,posteroventral (inferior) parietal cortex,WDR4,3.047881
13 pcw,primary auditory cortex (core),WDR4,2.564896
13 pcw,ventrolateral prefrontal cortex,WDR4,1.945256
13 pcw,striatum,WDR4,2.307297
13 pcw,orbital frontal cortex,WDR4,2.201594
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.941463
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.463421
13 pcw,"primary motor cortex (area M1, area 4)",WDR4,2.732012
16 pcw,ventrolateral prefrontal cortex,WDR4,3.868705
16 pcw,orbital frontal cortex,WDR4,4.495678
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,4.356004
16 pcw,dorsolateral prefrontal cortex,WDR4,4.146226
16 pcw,posteroventral (inferior) parietal cortex,WDR4,4.649303
16 pcw,primary auditory cortex (core),WDR4,4.575937
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,4.450284
16 pcw,striatum,WDR4,4.424545
16 pcw,mediodorsal nucleus of thalamus,WDR4,3.321235
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,4.345839
16 pcw,ventrolateral prefrontal cortex,WDR4,3.259061
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.554564
16 pcw,posteroventral (inferior) parietal cortex,WDR4,3.418247
16 pcw,primary auditory cortex (core),WDR4,2.745108
16 pcw,mediodorsal nucleus of thalamus,WDR4,3.286612
16 pcw,amygdaloid complex,WDR4,2.627692
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.300186
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.918445
16 pcw,cerebellar cortex,WDR4,3.660246
16 pcw,hippocampus (hippocampal formation),WDR4,3.541957
16 pcw,striatum,WDR4,3.522164
16 pcw,orbital frontal cortex,WDR4,3.612114
16 pcw,dorsolateral prefrontal cortex,WDR4,4.143276
16 pcw,"primary motor cortex (area M1, area 4)",WDR4,2.80498
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,4.813696
16 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.715415
16 pcw,hippocampus (hippocampal formation),WDR4,4.306646
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.233432
16 pcw,dorsolateral prefrontal cortex,WDR4,2.480764
16 pcw,posteroventral (inferior) parietal cortex,WDR4,4.561383
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.586852
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.92361
16 pcw,mediodorsal nucleus of thalamus,WDR4,2.299142
16 pcw,striatum,WDR4,3.106517
16 pcw,primary motor-sensory cortex (samples),WDR4,3.366834
16 pcw,primary auditory cortex (core),WDR4,2.861974
16 pcw,ventrolateral prefrontal cortex,WDR4,3.07642
16 pcw,amygdaloid complex,WDR4,3.461635
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.460472
17 pcw,striatum,WDR4,4.265766
17 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,4.875118
17 pcw,mediodorsal nucleus of thalamus,WDR4,2.596909
17 pcw,primary auditory cortex (core),WDR4,3.382097
17 pcw,hippocampus (hippocampal formation),WDR4,4.286445
17 pcw,dorsolateral prefrontal cortex,WDR4,4.599055
17 pcw,ventrolateral prefrontal cortex,WDR4,5.448633
17 pcw,posteroventral (inferior) parietal cortex,WDR4,3.412988
17 pcw,primary motor-sensory cortex (samples),WDR4,3.863829
17 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,5.781081
17 pcw,cerebellar cortex,WDR4,4.80835
17 pcw,orbital frontal cortex,WDR4,3.416989
17 pcw,amygdaloid complex,WDR4,4.023644
17 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,3.984974
19 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.233913
19 pcw,posteroventral (inferior) parietal cortex,WDR4,2.676344
19 pcw,primary motor-sensory cortex (samples),WDR4,2.978463
19 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,3.923457
19 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.54104
19 pcw,hippocampus (hippocampal formation),WDR4,2.925326
19 pcw,primary auditory cortex (core),WDR4,3.515742
19 pcw,mediodorsal nucleus of thalamus,WDR4,2.966579
19 pcw,ventrolateral prefrontal cortex,WDR4,4.572738
19 pcw,striatum,WDR4,3.558461
19 pcw,dorsolateral prefrontal cortex,WDR4,4.296396
21 pcw,cerebellar cortex,WDR4,4.131042
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.023653
21 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,3.563345
21 pcw,"primary motor cortex (area M1, area 4)",WDR4,3.477915
21 pcw,striatum,WDR4,4.112017
21 pcw,hippocampus (hippocampal formation),WDR4,3.241081
21 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.653175
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.474742
21 pcw,amygdaloid complex,WDR4,3.323876
21 pcw,ventrolateral prefrontal cortex,WDR4,3.988322
21 pcw,orbital frontal cortex,WDR4,2.760348
21 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.956513
21 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.837916
21 pcw,cerebellar cortex,WDR4,5.559621
21 pcw,posteroventral (inferior) parietal cortex,WDR4,3.182465
21 pcw,dorsolateral prefrontal cortex,WDR4,3.769641
24 pcw,hippocampus (hippocampal formation),WDR4,1.806055
24 pcw,amygdaloid complex,WDR4,2.627575
24 pcw,dorsolateral prefrontal cortex,WDR4,2.077411
24 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.410798
24 pcw,mediodorsal nucleus of thalamus,WDR4,1.260427
24 pcw,striatum,WDR4,2.935772
24 pcw,primary auditory cortex (core),WDR4,1.867595
24 pcw,posteroventral (inferior) parietal cortex,WDR4,2.310526
24 pcw,orbital frontal cortex,WDR4,1.232293
24 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.315118
24 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.027358
24 pcw,ventrolateral prefrontal cortex,WDR4,1.814207
24 pcw,"primary motor cortex (area M1, area 4)",WDR4,1.870177
24 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.838221
24 pcw,cerebellar cortex,WDR4,2.924972
24 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,4.001207
25 pcw,primary auditory cortex (core),WDR4,1.380012
26 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.98331
26 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.453973
26 pcw,dorsolateral prefrontal cortex,WDR4,1.332846
35 pcw,cerebellar cortex,WDR4,2.762878
35 pcw,ventrolateral prefrontal cortex,WDR4,2.532914
37 pcw,primary auditory cortex (core),WDR4,1.300843
37 pcw,orbital frontal cortex,WDR4,1.779085
37 pcw,amygdaloid complex,WDR4,1.327069
37 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.575503
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.311617
37 pcw,mediodorsal nucleus of thalamus,WDR4,1.104782
37 pcw,cerebellar cortex,WDR4,2.425969
37 pcw,striatum,WDR4,2.229123
37 pcw,posteroventral (inferior) parietal cortex,WDR4,1.264773
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.661768
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.438474
37 pcw,dorsolateral prefrontal cortex,WDR4,1.382089
37 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.804184
37 pcw,"primary motor cortex (area M1, area 4)",WDR4,1.37291
37 pcw,ventrolateral prefrontal cortex,WDR4,1.443481
37 pcw,hippocampus (hippocampal formation),WDR4,1.539787
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.237111
4 mos,striatum,WDR4,2.032351
4 mos,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.500141
4 mos,cerebellar cortex,WDR4,3.198815
4 mos,hippocampus (hippocampal formation),WDR4,3.164809
4 mos,mediodorsal nucleus of thalamus,WDR4,2.190462
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.971752
4 mos,amygdaloid complex,WDR4,3.209614
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.395579
4 mos,"primary motor cortex (area M1, area 4)",WDR4,1.249613
4 mos,dorsolateral prefrontal cortex,WDR4,1.277098
4 mos,orbital frontal cortex,WDR4,1.494069
4 mos,primary auditory cortex (core),WDR4,1.132711
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.467509
4 mos,ventrolateral prefrontal cortex,WDR4,1.964543
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.224172
4 mos,amygdaloid complex,WDR4,1.767017
4 mos,"primary motor cortex (area M1, area 4)",WDR4,2.519158
4 mos,mediodorsal nucleus of thalamus,WDR4,1.730355
4 mos,orbital frontal cortex,WDR4,3.026015
4 mos,striatum,WDR4,1.807837
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.618008
4 mos,primary auditory cortex (core),WDR4,1.747621
4 mos,hippocampus (hippocampal formation),WDR4,1.78868
4 mos,amygdaloid complex,WDR4,1.551407
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.935866
4 mos,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.827696
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.25348
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.244725
4 mos,posteroventral (inferior) parietal cortex,WDR4,2.244372
4 mos,cerebellar cortex,WDR4,3.581624
4 mos,dorsolateral prefrontal cortex,WDR4,2.854568
4 mos,ventrolateral prefrontal cortex,WDR4,2.56065
10 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.054551
10 mos,posteroventral (inferior) parietal cortex,WDR4,2.463728
10 mos,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.27582
10 mos,dorsolateral prefrontal cortex,WDR4,2.87746
10 mos,orbital frontal cortex,WDR4,1.809862
10 mos,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.310201
10 mos,cerebellar cortex,WDR4,1.947574
10 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.433982
10 mos,mediodorsal nucleus of thalamus,WDR4,2.469073
10 mos,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.839191
1 yrs,amygdaloid complex,WDR4,2.606245
1 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.369779
1 yrs,dorsolateral prefrontal cortex,WDR4,2.637398
1 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.409764
1 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.095042
1 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.441388
1 yrs,orbital frontal cortex,WDR4,2.163162
1 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.220161
1 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.188076
1 yrs,ventrolateral prefrontal cortex,WDR4,2.853861
1 yrs,cerebellar cortex,WDR4,3.073268
1 yrs,primary auditory cortex (core),WDR4,2.229845
1 yrs,mediodorsal nucleus of thalamus,WDR4,2.090545
1 yrs,hippocampus (hippocampal formation),WDR4,2.204129
1 yrs,posteroventral (inferior) parietal cortex,WDR4,2.107539
1 yrs,striatum,WDR4,2.157067
2 yrs,ventrolateral prefrontal cortex,WDR4,1.457212
2 yrs,posteroventral (inferior) parietal cortex,WDR4,1.024586
2 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.05905
2 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,0.65451
2 yrs,mediodorsal nucleus of thalamus,WDR4,1.247466
2 yrs,dorsolateral prefrontal cortex,WDR4,1.177753
2 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,0.725848
2 yrs,cerebellar cortex,WDR4,1.108719
2 yrs,hippocampus (hippocampal formation),WDR4,1.417603
2 yrs,orbital frontal cortex,WDR4,0.80731
2 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.079845
2 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.006513
3 yrs,striatum,WDR4,2.614102
3 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.168701
3 yrs,posteroventral (inferior) parietal cortex,WDR4,2.597493
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.73913
3 yrs,cerebellar cortex,WDR4,3.844116
3 yrs,amygdaloid complex,WDR4,1.863883
3 yrs,ventrolateral prefrontal cortex,WDR4,2.16825
3 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.621633
3 yrs,primary auditory cortex (core),WDR4,2.197551
3 yrs,mediodorsal nucleus of thalamus,WDR4,2.894116
3 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.608697
3 yrs,orbital frontal cortex,WDR4,2.277013
3 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.645532
3 yrs,"primary motor cortex (area M1, area 4)",WDR4,1.275319
3 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.825544
3 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.933682
3 yrs,posteroventral (inferior) parietal cortex,WDR4,1.956661
3 yrs,primary auditory cortex (core),WDR4,1.732899
3 yrs,cerebellar cortex,WDR4,2.616063
3 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.453966
3 yrs,amygdaloid complex,WDR4,1.332849
3 yrs,ventrolateral prefrontal cortex,WDR4,1.644156
3 yrs,dorsolateral prefrontal cortex,WDR4,1.314784
3 yrs,hippocampus (hippocampal formation),WDR4,1.060187
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.38001
4 yrs,amygdaloid complex,WDR4,1.814634
4 yrs,striatum,WDR4,1.9784
4 yrs,ventrolateral prefrontal cortex,WDR4,1.545711
4 yrs,dorsolateral prefrontal cortex,WDR4,1.768044
4 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.48364
4 yrs,cerebellar cortex,WDR4,2.393197
4 yrs,mediodorsal nucleus of thalamus,WDR4,1.480786
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.306527
8 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.458771
8 yrs,posteroventral (inferior) parietal cortex,WDR4,1.451056
8 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.461657
8 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.790622
8 yrs,mediodorsal nucleus of thalamus,WDR4,2.034185
8 yrs,ventrolateral prefrontal cortex,WDR4,2.08019
8 yrs,hippocampus (hippocampal formation),WDR4,2.200387
8 yrs,amygdaloid complex,WDR4,1.462573
8 yrs,"primary motor cortex (area M1, area 4)",WDR4,1.509224
8 yrs,cerebellar cortex,WDR4,1.67203
8 yrs,dorsolateral prefrontal cortex,WDR4,1.988768
8 yrs,striatum,WDR4,1.509145
8 yrs,primary auditory cortex (core),WDR4,1.374213
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.237247
8 yrs,orbital frontal cortex,WDR4,1.539191
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.985325
8 yrs,cerebellar cortex,WDR4,3.410277
8 yrs,primary auditory cortex (core),WDR4,3.066103
8 yrs,ventrolateral prefrontal cortex,WDR4,2.942313
8 yrs,hippocampus (hippocampal formation),WDR4,1.579819
8 yrs,amygdaloid complex,WDR4,1.71739
8 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.641264
8 yrs,posteroventral (inferior) parietal cortex,WDR4,2.636907
8 yrs,dorsolateral prefrontal cortex,WDR4,2.11725
8 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.19216
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.602512
11 yrs,ventrolateral prefrontal cortex,WDR4,2.355306
11 yrs,posteroventral (inferior) parietal cortex,WDR4,2.070399
11 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.850828
11 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.382758
11 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.996452
11 yrs,dorsolateral prefrontal cortex,WDR4,2.885288
11 yrs,amygdaloid complex,WDR4,2.042304
11 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.176196
11 yrs,cerebellar cortex,WDR4,2.178871
11 yrs,primary auditory cortex (core),WDR4,1.650629
11 yrs,hippocampus (hippocampal formation),WDR4,1.190342
11 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.684733
11 yrs,orbital frontal cortex,WDR4,1.845577
11 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.475819
13 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.593338
13 yrs,posteroventral (inferior) parietal cortex,WDR4,2.602094
13 yrs,ventrolateral prefrontal cortex,WDR4,1.414911
13 yrs,primary auditory cortex (core),WDR4,1.837715
13 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.869567
13 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.798575
13 yrs,cerebellar cortex,WDR4,1.720627
13 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.940992
13 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.22562
13 yrs,dorsolateral prefrontal cortex,WDR4,2.16516
13 yrs,orbital frontal cortex,WDR4,2.101349
13 yrs,mediodorsal nucleus of thalamus,WDR4,1.953426
13 yrs,amygdaloid complex,WDR4,1.514848
13 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.406728
13 yrs,hippocampus (hippocampal formation),WDR4,2.125226
13 yrs,striatum,WDR4,1.464308
15 yrs,posteroventral (inferior) parietal cortex,WDR4,2.318624
15 yrs,cerebellar cortex,WDR4,3.043247
15 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.679065
15 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.893589
15 yrs,amygdaloid complex,WDR4,1.650067
18 yrs,hippocampus (hippocampal formation),WDR4,1.433781
18 yrs,"primary motor cortex (area M1, area 4)",WDR4,1.597201
18 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,1.231023
18 yrs,primary auditory cortex (core),WDR4,1.132266
18 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.355701
18 yrs,ventrolateral prefrontal cortex,WDR4,1.838829
18 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,1.237071
18 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,1.143912
18 yrs,dorsolateral prefrontal cortex,WDR4,2.095815
18 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,1.678195
18 yrs,posteroventral (inferior) parietal cortex,WDR4,1.317546
18 yrs,orbital frontal cortex,WDR4,1.419144
18 yrs,cerebellar cortex,WDR4,1.795757
19 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.283623
19 yrs,cerebellar cortex,WDR4,2.558927
19 yrs,dorsolateral prefrontal cortex,WDR4,2.506826
19 yrs,amygdaloid complex,WDR4,2.654604
19 yrs,orbital frontal cortex,WDR4,2.298784
19 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.541399
19 yrs,striatum,WDR4,1.602365
19 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.00729
19 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.66073
19 yrs,hippocampus (hippocampal formation),WDR4,2.325618
19 yrs,primary auditory cortex (core),WDR4,1.81084
19 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.602844
19 yrs,posteroventral (inferior) parietal cortex,WDR4,1.955473
19 yrs,ventrolateral prefrontal cortex,WDR4,2.98534
19 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.147876
19 yrs,mediodorsal nucleus of thalamus,WDR4,2.640797
21 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.358433
21 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.516781
21 yrs,primary auditory cortex (core),WDR4,1.946738
21 yrs,dorsolateral prefrontal cortex,WDR4,1.719195
21 yrs,amygdaloid complex,WDR4,1.563516
21 yrs,mediodorsal nucleus of thalamus,WDR4,2.09566
21 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.605466
21 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.109657
21 yrs,ventrolateral prefrontal cortex,WDR4,2.262189
21 yrs,cerebellar cortex,WDR4,3.19503
21 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.588682
21 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.842511
21 yrs,posteroventral (inferior) parietal cortex,WDR4,2.179991
21 yrs,hippocampus (hippocampal formation),WDR4,1.566843
21 yrs,striatum,WDR4,2.275322
21 yrs,orbital frontal cortex,WDR4,1.576905
23 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.945589
23 yrs,amygdaloid complex,WDR4,1.837182
23 yrs,orbital frontal cortex,WDR4,2.471914
23 yrs,mediodorsal nucleus of thalamus,WDR4,1.870715
23 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.425548
23 yrs,ventrolateral prefrontal cortex,WDR4,2.605983
23 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.49228
23 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.749661
23 yrs,hippocampus (hippocampal formation),WDR4,1.735383
23 yrs,cerebellar cortex,WDR4,3.166589
23 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.277227
23 yrs,primary auditory cortex (core),WDR4,1.857586
23 yrs,posteroventral (inferior) parietal cortex,WDR4,2.42818
23 yrs,striatum,WDR4,2.268184
30 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,3.216525
30 yrs,striatum,WDR4,2.26394
30 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.260591
30 yrs,orbital frontal cortex,WDR4,3.215202
30 yrs,posteroventral (inferior) parietal cortex,WDR4,3.186163
30 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.782791
30 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.899236
30 yrs,mediodorsal nucleus of thalamus,WDR4,2.393422
30 yrs,hippocampus (hippocampal formation),WDR4,2.982813
30 yrs,primary auditory cortex (core),WDR4,3.430064
30 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.673974
30 yrs,dorsolateral prefrontal cortex,WDR4,2.156406
30 yrs,amygdaloid complex,WDR4,1.955313
30 yrs,"primary motor cortex (area M1, area 4)",WDR4,3.443812
30 yrs,ventrolateral prefrontal cortex,WDR4,3.091533
30 yrs,cerebellar cortex,WDR4,2.285958
36 yrs,"primary motor cortex (area M1, area 4)",WDR4,3.684162
